date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2015-08-03,20.3,14.1,26.6,,,,,,,
2015-08-04,20.8,13,27.8,,,,,,,
2015-08-05,22.2,15.3,28,,,,,,,
2015-08-06,20.4,15.5,26.6,,,,,,,
2015-08-07,19.1,14,25,,,,,,,
2015-08-08,24.7,14,31.5,,,,,,,
2015-08-09,25.6,18.2,33.2,,,,,,,
2015-08-10,26.8,19.4,34.6,,,,,,,
2015-08-11,25.7,17.6,33.5,,,,,,,
2015-08-12,24.6,17.6,33.2,,,,,,,
2015-08-13,23.7,15.5,31,,,,,,,
2015-08-14,22.5,15.5,30.1,,,,,,,
2015-08-15,19.4,14,24.2,,,,,,,
2015-08-16,19.4,16,26,0.1,,,,,,
2015-08-17,15.2,12,23,,,,,,,
2015-08-18,14.2,10.8,17.8,0.8,,,,,,
2015-08-19,14.4,12.2,16.9,,,,,,,
2015-08-20,12,9.1,16,,,,,,,
2015-08-21,17.5,10,24.8,,,,,,,
2015-08-22,19.4,11.3,26.3,,,,,,,
2015-08-23,20.7,12.1,27,,,,,,,
2015-08-24,16.9,13.6,25.2,,,,,,,
2015-08-25,15.5,6.2,23.9,,,,,,,
2015-08-26,17.9,7.5,27,,,,,,,
2015-08-27,20.8,11,29,,,,,,,
2015-08-28,19.9,14.4,27,,,,,,,
2015-08-29,22.8,14.8,30.5,,,,,,,
2015-08-30,18.4,13,27.8,,,,,,,
2015-08-31,17,11.7,23.3,,,,,,,
2015-09-01,17.8,10.2,24,,,,,,,
2015-09-02,19.1,15,24.6,,,,,,,
2015-09-03,18.3,13.6,24.1,,,,,,,
2015-09-04,19.6,13.1,26.4,5,,,,,,
2015-09-05,19.9,15,27,10.2,,,,,,
2015-09-06,18.1,12.8,27,,,,,,,
2015-09-07,16.8,16,22.2,,,,,,,
2015-09-08,15.2,10.6,20.4,,,,,,,
2015-09-09,14.6,8.8,21,,,,,,,
2015-09-10,14.5,8.9,21.1,,,,,,,
2015-09-11,12.2,8,17.8,,,,,,,
2015-09-12,12.9,9.6,15.8,,,,,,,
2015-09-13,13.4,11.1,16.4,,,,,,,
2015-09-14,14.1,10.5,20.2,,,,,,,
2015-09-15,14.4,8.5,22,,,,,,,
