date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2017-06-28,20.9,17.4,26.2,5.2,,,,,,
2017-06-29,22.6,15.1,27.5,,,,,,,
2017-06-30,24.4,18.6,32,,,,,,,
2017-07-01,24.4,20.5,29.6,1.3,,,,,,
2017-07-02,21.2,18.8,27,8,,,,,,
2017-07-03,19.9,17.2,24.2,,,,,,,
2017-07-04,18.1,15,21.6,0.6,,,,,,
2017-07-05,16.2,14,20.2,3.1,,,,,,
2017-07-06,16.5,11.1,21.7,,,,,,,
2017-07-07,15.8,12.6,19.8,,,,,,,
2017-07-08,14.6,9.2,18.2,,,,,,,
2017-07-09,16.6,11.4,22.1,,,,,,,
2017-07-10,18.2,13.6,24.2,,,,,,,
2017-07-11,19.2,12.3,25.2,1.3,,,,,,
2017-07-12,20.9,13.4,25.5,,,,,,,
2017-07-13,19.6,17.5,24,4.7,,,,,,
2017-07-14,20.9,16.6,26.5,12.2,,,,,,
2017-07-15,21.2,17,29.8,3,,,,,,
2017-07-16,19.3,15.3,24.2,10.6,,,,,,
2017-07-17,18.4,12.4,23.6,,,,,,,
2017-07-18,19.3,13.4,25.6,,,,,,,
2017-07-19,21.4,12.6,27.4,,,,,,,
2017-07-20,21.2,17,26,,,,,,,
2017-07-21,21.1,12.6,29.1,,,,,,,
2017-07-22,22.7,19,31.2,2.7,,,,,,
2017-07-23,18.3,15.3,25.2,11.2,,,,,,
2017-07-24,19.4,12,26,,,,,,,
2017-07-25,21.1,12.9,27,,,,,,,
2017-07-26,23.4,16.2,30.2,,,,,,,
2017-07-27,25.2,17.8,33.2,,,,,,,
2017-07-28,27.6,18,35.9,,,,,,,
2017-07-29,25.3,23.2,34.2,,,,,,,
2017-07-30,20.9,18.8,26.6,2.4,,,,,,
2017-07-31,19.8,18.2,25.5,0.6,,,,,,
2017-08-01,23.6,15.5,31.1,,,,,,,
2017-08-02,23.6,18.2,30.7,2.4,,,,,,
2017-08-03,25.9,16.1,33.3,,,,,,,
2017-08-04,25,19.6,32.6,1.2,,,,,,
2017-08-05,26.2,16.3,32.1,,,,,,,
2017-08-06,23.3,17.7,30.4,,,,,,,
2017-08-07,23.8,14.7,30.7,,,,,,,
2017-08-08,18.3,17.5,30,7.9,,,,,,
2017-08-09,20.3,14.8,25.9,,,,,,,
2017-08-10,19.8,14.3,26.1,,,,,,,
2017-08-11,21.8,11.8,29.6,,,,,,,
2017-08-12,24.7,15,31.5,,,,,,,
2017-08-13,24.9,19,31.1,,,,,,,
2017-08-14,24.2,16.4,31.8,,,,,,,
2017-08-15,22.2,15.4,30.7,,,,,,,
2017-08-16,22.7,17.4,29.3,,,,,,,
2017-08-17,23.6,17.3,29.7,,,,,,,
2017-08-18,24.5,16.5,31.4,,,,,,,
2017-08-19,23.3,16.6,30.3,,,,,,,
2017-08-20,23.3,14,30.8,,,,,,,
2017-08-21,25.9,15.4,32.5,,,,,,,
2017-08-22,25.8,20.6,31.2,,,,,,,
2017-08-23,20.2,16.8,30.4,11.4,,,,,,
2017-08-24,17.1,11.9,21.6,9,,,,,,
2017-08-25,15.9,11.4,21.2,,,,,,,
2017-08-26,18.9,11,25.7,,,,,,,
2017-08-27,18.1,13.4,24.4,,,,,,,
2017-08-28,18.6,12.2,25.6,1.2,,,,,,
2017-08-29,15.2,13.6,24.4,10.7,,,,,,
2017-08-30,13.1,11.4,15.9,1.8,,,,,,
2017-08-31,15.2,12.3,18.1,,,,,,,
2017-09-01,15.8,14,17.9,16.4,,,,,,
2017-09-02,14.8,13.5,19.3,3.3,,,,,,
2017-09-03,15.5,9.6,21.2,,,,,,,
2017-09-04,17.1,13.8,21.8,,,,,,,
2017-09-05,16.8,12.9,22.8,3.3,,,,,,
2017-09-06,16.1,14.3,19.7,,,,,,,
2017-09-07,14.7,10.4,19,,,,,,,
2017-09-08,15.4,11.3,18.8,,,,,,,
2017-09-09,14.3,10.2,19.3,,,,,,,
2017-09-10,16,9,22.4,,,,,,,
2017-09-11,18.4,10.5,24.5,,,,,,,
2017-09-12,19.8,10.7,26.8,,,,,,,
2017-09-13,21.7,16.6,29.5,22.2,,,,,,
2017-09-14,18.4,15.5,22.1,1.4,,,,,,
2017-09-15,19.9,13,26.7,,,,,,,
